Genere,Categoria,Nome,Prezzo_effettivo,Prezzo_originario,Colore,Taglia
Donna,Stivali_stivaletti,Stivaletti in pelle traforata,89.9,89.9,"['Nero', 'Tan']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da donna,69.9,69.9,['Tan'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Mule modello Western da Donna BATA,59.9,59.9,['Beige'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali Western in suede da Donna BATA,120.0,120.0,['Marrone'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto texano da donna in suede BATA,89.9,89.9,['Marrone'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti Western in suede da Donna BATA,99.9,99.9,['Tan'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Mule Western con tacco da Donna BATA,59.9,59.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti Western Donna BATA,79.9,79.9,"['Marrone', 'Blu']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da Donna BATA con zeppa interna,99.9,99.9,['Marrone'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivale da donna Bata Red Label,79.9,79.9,"['Nero', 'Tan']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Ankle boot da donna con tacco BATA,69.99,69.99,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivale da donna Bata Red Label,79.99,79.99,['Marrone'],"[35.0, 36.0, 37.0, 38.0]"
Donna,Stivali_stivaletti,Stivali Western in suede da Donna BATA,120.0,120.0,['Tan'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali Western in pelle da donna BATA,120.0,120.0,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da donna BATA con zeppa interna,59.9,59.9,['Tan'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Ankle boot da donna in pelle con brogue,79.99,79.99,"['Nero', 'Marrone']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Anfibi da donna in pelle,99.99,99.99,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Texano da donna con tacco e punta con stampa pitone Bata Red Label,69.9,69.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Cuffed boot da donna con tacco e dettagli stampa pitone Bata Red Label,79.9,79.9,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna in pelle,89.99,89.99,"['Nero', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,"Stivali texani da donna con tacco 3,5 cm",79.99,79.99,['Nero'],"[36.0, 37.0, 38.0]"
Donna,Stivali_stivaletti,Stivaletti da donna in pelle con lacci e zip,99.99,99.99,['Nero'],"[36.0, 37.0, 40.0]"
Donna,Stivali_stivaletti,Anfibi da donna con zip laterale,99.99,99.99,['Nero'],"[36.0, 37.0, 38.0, 40.0]"
Donna,Stivali_stivaletti,Stivaletti da donna,39.99,39.99,"['Verde', 'Animalier', 'Nero Opaco']","[36.0, 37.0, 38.0, 39.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da donna,39.99,39.99,"['Verde', 'Animalier', 'Nero Opaco']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti in pelle traforata con tacco,89.9,89.9,"['Nero', 'Tan']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,stivali al ginocchio,79.99,79.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali Western da Donna BATA,99.9,99.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali Western in suede da Donna BATA,120.0,120.0,['Tan'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti Western da Donna BATA,79.9,79.9,['Beige'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti Western da Donna in suede BATA,89.9,89.9,['Tan'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti Western Donna BATA,79.9,79.9,"['Marrone', 'Blu']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Ciabatte donna UGG Tazz Platform,130.0,130.0,['Beige'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna UGG CLASSIC MINI SAND,189.0,189.0,['Beige'],"[36.0, 37.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da donna con inserto in cavallino,130.0,130.0,"['Nero', 'Marrone']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da donna in suede con cinturino animalier,130.0,130.0,"['Nero', 'Marrone']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da donna con inserto in cavallino,130.0,130.0,"['Nero', 'Marrone']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da donna in suede con cinturino animalier,130.0,130.0,"['Nero', 'Marrone']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Ankle boot da donna in pelle con brogue,79.99,79.99,"['Nero', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Ankle boot da donna con stampa pitone e tacco alto Bata Red Label,69.9,69.9,['Beige'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna in suede,99.99,99.99,"['Nero', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 41.0]"
Donna,Stivali_stivaletti,Sneaker da donna Skechers Uno Rugged,94.99,94.99,"['Nero', 'Marrone', 'Neutro']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto texano da donna in pelle BATA,89.9,89.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna in pelle,89.99,89.99,"['Nero', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivale da donna con zeppa interna,89.99,89.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali da donna Ugg Chestnut Cityfunc Mid,199.0,199.0,['Tan'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivale da donna Bata con tacco 10 cm,79.99,79.99,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Stivaletto stringato da donna Timberland,180.0,180.0,['Giallo'],"[36.0, 38.0, 39.0]"
Donna,Stivali_stivaletti,Stivale da donna Bata con zeppa,89.99,89.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Stivale in pelle da donna con tacco BATA,140.0,140.0,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da donna Bata,79.99,79.99,['Nero'],"[35.0, 36.0, 37.0, 38.0]"
Donna,Stivali_stivaletti,Ankle boot in pelle da donna con tacco BATA,99.99,99.99,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Stivali da donna UGG Chelsea Con Plateau Neumel,180.0,180.0,"['Grigio', 'Tan']","[40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da donna SKECHERS SYNERGY,74.99,74.99,['Marrone'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna SKECHERS ON-THE-GO JOY,69.99,69.99,"['Nero', 'Marrone']","[36.0, 37.0, 39.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna in pelle,99.99,99.99,['Nero'],"[36.0, 37.0, 38.0, 39.0]"
Donna,Stivali_stivaletti,Stivaletti da donna SKECHERS UNO RUGGED,89.99,89.99,['Nero'],"[36.0, 37.0, 39.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna SKECHERS ON-THE-GO JOY,69.99,69.99,"['Nero', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,"Stivale da donna con tacco 8,5 cm BATA",79.99,79.99,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Ciabatte donna UGG Goldenstar Clog,145.0,145.0,['Tan'],"[36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Doposci da donna con pelo Weinbrenner,69.99,69.99,['Beige'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Sneaker da donna Skechers Uno Rugged,89.99,89.99,"['Nero', 'Marrone', 'Neutro']","[36.0, 37.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Ciabatte donna UGG Tazz,125.0,125.0,['Tan'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali da donna UGG Classic Mini Bailey Con Cerniera,200.0,200.0,"['Nero', 'Tan']","[36.0, 41.0]"
Donna,Stivali_stivaletti,Stivali da donna UGG Classic Mini Bailey Con Cerniera,200.0,200.0,"['Nero', 'Tan']",[41.0]
Donna,Stivali_stivaletti,Stivaletti da donna Ugg Classic Ultra Mini Bling,180.0,180.0,"['Nero', 'Tan']","[36.0, 37.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da donna Ugg Classic Ultra Mini Bling,180.0,180.0,"['Nero', 'Tan']","[40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali alti da donna in pelle,130.0,130.0,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Stivali da donna UGG Chelsea Con Plateau Neumel,180.0,180.0,"['Grigio', 'Tan']",[41.0]
Donna,Stivali_stivaletti,Stivaletti Chelsea da donna in pelle Bata BAREFOOT,99.99,99.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna in pelle,89.99,89.99,"['Nero', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali UGG Classic Mini II,189.0,189.0,"['Beige', 'Nero']",[39.0]
Donna,Stivali_stivaletti,Stivali UGG Classic Platform,199.0,199.0,"['Nero', 'Marrone']",[41.0]
Donna,Stivali_stivaletti,Stivali alti da donna con tacco midi,79.99,79.99,['Nero'],"[36.0, 37.0, 39.0]"
Donna,Stivali_stivaletti,Stivaletti da donna con tacco largo midi,59.99,59.99,['Nero'],"[36.0, 37.0, 38.0]"
Donna,Stivali_stivaletti,Stivali UGG Classic Ultra Mini,189.0,189.0,['Nero'],"[36.0, 37.0]"
Donna,Stivali_stivaletti,Chelsea boots da donna in pelle,89.99,89.99,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Chelsea boots alti da donna con suola track,69.99,69.99,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali UGG Classic Platform,199.0,199.0,"['Nero', 'Marrone']",[41.0]
Donna,Stivali_stivaletti,Stivali UGG Classic Ultra Mini,189.0,189.0,['Nero'],[38.0]
Donna,Stivali_stivaletti,Stivali cuissardes in pelle,130.0,130.0,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti ugg in suede,220.0,220.0,['Tan'],"[36.0, 37.0]"
Donna,Stivali_stivaletti,Stivali UGG Mini Bailey Bow II,220.0,220.0,"['Nero', 'Tan']",[39.0]
Donna,Stivali_stivaletti,Stivali UGG Classic Mini II,189.0,189.0,"['Beige', 'Nero']","[36.0, 37.0, 38.0, 39.0, 41.0]"
Donna,Stivali_stivaletti,Stivali UGG Mini Bailey Bow II,220.0,220.0,"['Nero', 'Tan']","[36.0, 37.0]"
Donna,Stivali_stivaletti,Stivaletti chelsea con suola chunky,89.99,89.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,stivaletti chelsea con tacco largo,89.99,89.99,"['Nero', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti Weinbrenner in vera pelle,89.99,89.99,"['Giallo', 'Tan']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivale da donna Bata Red Label,49.99,99.99,"['Nero', 'Tan']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Anfibi da donna con borchie,48.99,69.99,['Nero'],"[36.0, 37.0, 38.0, 39.0]"
Donna,Stivali_stivaletti,Stivaletto da donna,48.99,69.99,['Nero'],"[36.0, 38.0, 39.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna con tacco 5 cm BATA,48.99,69.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Stivali texani da donna con tacco 7 cm BATA,39.99,79.99,['Khaki'],"[36.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti con tacco largo,48.99,69.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivale alto da donna Bata Red Label con tacco 10 cm,44.99,89.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Ankle boot da donna con effetto matelasse,29.99,59.99,['Nero Opaco'],"[36.0, 37.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Anfibi da donna silver,29.99,59.99,['Argento'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Ankle boot da donna Bata Red Label,39.99,79.99,"['Nero', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,"Stivale da donna Bata Red Label con tacco 9,5 cm",39.99,79.99,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Stivaletto stringato da donna Bata Red Label,48.99,69.99,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna Bata Red Label,34.99,69.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,"Stivaletto ankle boot da donna con tacco 7,5 cm BATA",29.99,49.99,['Taupe'],"[39.0, 40.0]"
Donna,Stivali_stivaletti,"Stivaletto ankle boot da donna con tacco 4,5 cm BATA",34.99,69.99,['Blu'],"[36.0, 38.0, 40.0]"
Donna,Stivali_stivaletti,Stivaletto ankle boot da donna con tacco 8 cm BATA,34.99,69.99,['Beige'],"[38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto Biker da donna in pelle con doppia fibbia,59.5,119.0,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Polacchino da donna con tacco medio stringato,34.99,69.99,"['Beige', 'Giallo']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivale da donna in pelle con dettaglio fibbia,60.0,120.0,"['Nero', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Stivaletti da donna con tacco,24.99,79.99,['Nero'],"[39.0, 40.0]"
Donna,Stivali_stivaletti,Stivaletti texani da donna con tacco midi,48.99,69.99,['Nero'],"[36.0, 37.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Chelsea boots da donna effetto pelle,41.99,59.99,['Nero'],"[36.0, 38.0]"
Donna,Stivali_stivaletti,Anfibi da donna effetto pelle con suola track,34.99,69.99,['Nero'],[37.0]
Donna,Stivali_stivaletti,Chelsea boots in pelle,99.9,99.9,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti chelsea con suola platform,48.99,69.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali cuissardes da donna,26.99,89.99,['Nero'],"[36.0, 37.0, 38.0]"
Donna,Stivali_stivaletti,Stivaletti chelsea in vera pelle,55.99,79.99,"['Nero', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivale da donna in pelle,65.0,130.0,['Marrone'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto doposci da donna,44.99,89.99,['Nero'],"[36.0, 40.0]"
Donna,Stivali_stivaletti,Anfibi da donna in pelle,55.0,110.0,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna in pelle con zeppa,62.99,89.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Stivaletti Weinbrenner da donna,49.99,99.99,['Rosa'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti texani da donna con tacco 7 cm BATA,39.99,69.99,['Beige'],"[36.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,"Stivale da donna con tacco 3,5 cm",39.99,79.99,['Khaki'],"[36.0, 37.0, 38.0]"
Donna,Stivali_stivaletti,Stivale da donna in pelle con suola track,49.99,130.0,['Nero'],"[36.0, 37.0, 38.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivale da donna in pelle scamosciata con tacco 8 cm,59.99,120.0,['Marrone'],[36.0]
Donna,Stivali_stivaletti,Chelsea boots da donna con tacco midi,48.99,69.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna in pelle con tacco medio,39.99,99.99,['Nero'],"[37.0, 38.0, 40.0]"
Donna,Stivali_stivaletti,Stivale da donna con tacco e suola track,55.99,79.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da donna con tacco largo,48.99,69.99,['Nero'],"[36.0, 39.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da donna con tacco 10 cm,48.99,69.99,"['Nero', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti chelsea da donna con tacco,48.99,69.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti texani da donna in pelle,62.99,89.99,['Tan'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti da donna in pelle,62.99,89.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali cuissardes da donna effetto pelle,62.99,89.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletti con gambale traforato e zeppa interna,34.99,69.99,['Beige'],"[36.0, 37.0, 38.0]"
Donna,Stivali_stivaletti,Anfibi da donna con suola platform,48.99,69.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Anfibi da donna con suola simil track,48.99,69.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Tronchetti in vera pelle effetto arricciato,69.99,99.99,['Marrone'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali in vera pelle con tacco largo,91.0,130.0,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Anfibi in pelle con zip laterale,62.99,89.99,['Nero'],"[36.0, 37.0, 40.0]"
Donna,Stivali_stivaletti,Stivaletti Weinbrenner in vera pelle,69.99,99.99,"['Beige', 'Blu']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivale da donna in pelle BATA,65.0,130.0,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto Chelsea da donna in suede,29.99,99.99,"['Animalier', 'Taupe']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna in pelle,54.5,109.0,['Nero'],[41.0]
Donna,Stivali_stivaletti,Stivaletto stringato da donna in pelle,44.99,89.99,['Nero'],"[38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Stivaletto da donna in suede,49.99,99.99,"['Nero', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna in pelle,49.99,99.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Anfibi da donna in suede,49.99,99.99,"['Verde', 'Taupe']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivale da donna in pelle con tacco 6 cm BATA,65.0,130.0,['Tan'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Anfibi da donna in suede,49.99,99.99,"['Verde', 'Taupe']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto Chelsea da donna in suede,49.99,99.99,"['Animalier', 'Taupe']","[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto invernale da donna,29.99,59.99,['Beige'],"[38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Stivaletti invernali da donna in pelle,64.5,129.0,['Nero'],"[37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Stivaletto da donna Weinbrenner,34.99,69.99,['Multicolor'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna in suede Weinbrenner,48.99,69.99,"['Beige', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna in suede Weinbrenner,48.99,69.99,"['Beige', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto texano da donna in suede BATA,49.99,99.99,['Tan'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali Casual Invernali Donna BATA,34.99,69.99,['Nude'],"[38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Scarponcino da donna in nubuck,64.5,129.0,['Taupe'],"[38.0, 39.0, 40.0, 42.0]"
Donna,Stivali_stivaletti,Stivaletto stringato da donna Weinbrenner,54.5,109.0,['Bianco'],"[39.0, 40.0, 41.0, 42.0]"
Donna,Stivali_stivaletti,Stivaletto da donna Bata Red Label,48.99,69.99,['Nero'],"[35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna in pelle con tacco BATA,91.0,130.0,['Marrone'],[36.0]
Donna,Stivali_stivaletti,Stivale da donna in pelle con tacco BATA,112.0,160.0,['Nero'],"[35.0, 36.0, 37.0, 38.0]"
Donna,Stivali_stivaletti,Chelsea boot Timberland da donna,105.0,150.0,['Marrone'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto neve da donna,44.99,89.99,"['Bianco', 'Nero']","[36.0, 37.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto neve da donna,44.99,89.99,"['Bianco', 'Nero']","[36.0, 37.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto neve da donna,44.99,89.99,['Bianco'],"[36.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivali da neve pelosi da donna WEINBRENNER,44.99,89.99,['Beige'],"[36.0, 40.0]"
Donna,Stivali_stivaletti,Stivale da donna in pelle,89.5,179.0,['Nero'],"[37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Ankle boot da donna con effetto matelasse,29.99,59.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Chelsea boots in suede,69.99,99.99,['Tan'],"[36.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Ankle boot da donna Bata Red Label,39.99,79.99,"['Nero', 'Marrone']","[36.0, 37.0, 38.0, 39.0, 40.0]"
Donna,Stivali_stivaletti,Stivaletto da donna,48.99,69.99,['Taupe'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Scarponcini in Pelle da Donna,74.5,149.0,['Marrone'],[40.0]
Donna,Stivali_stivaletti,Stivali in pelle liscia da donna,74.5,149.0,['Nero'],[40.0]
Donna,Stivali_stivaletti,Ankle boot da donna Bata Red Label con catena,34.99,69.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Scarponcini Invernali da Donna Bata Comfit,59.99,109.0,['Nero'],[39.0]
Donna,Stivali_stivaletti,Ankle boot da donna con tacco BATA,48.99,69.99,['Nero'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Stivaletto da donna con suola track,29.99,59.99,['Argento'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Ankle boot da donna con tacco BATA,29.99,59.99,['Argento'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
Donna,Stivali_stivaletti,Chelsea da donna BAREFOOT,49.99,99.99,['Rosa'],"[36.0, 37.0, 38.0, 39.0, 40.0, 41.0]"
